id,denominacao_atual,endereco,bairro,distrito,secretaria,historico
3790,CEMES CENTRO MUN. DE ENS. SUPLETIVO - NAE 6,R FRANCISCO RAMOS 132,,CAMPO GRANDE,EDUCAÇÃO,
3797,EMEF PROFESSORA MARIA LISBOA DA SILVA,TRAVESSA JAMBALAYA 49,,IGUATEMI,EDUCAÇÃO,"Natural de São Paulo – SP, nascida no dia 31 de julho de 1964, filha de Francisco Monteiro da Silva e de Antonia Lisboa da Silva. A homenageada era moradora da região  e membro ativo da comunidade. Ingressou no serviço público em 1996, lecionou em diversas escolas públicas municipais e estaduais, entre elas: EE Maestro Brenno Rossi, EMEF Jd. Conquista II, EMEF Plinio Queiroz, EMEF Ridavia, EMEF Felicio Pagliuso. Após anos de trabalho na EMEF Carmelina, passou a ser coordenadora,  vindo a ser diretora nessa mesma instituição e ensino. A escolha de seu nome para o estabelecimento de ensino em questão, deu-se por expressiva votação (511 votos válidos). A professora Maria Lisboa da Silva, faleceu no dia 14 de julho de 2012, com 47 anos de idade."
3799,EMEF JARDIM IGUATEMI,R OSCAR MULLER S/N,,IGUATEMI,EDUCAÇÃO,
3802,CEI JARDIM COLONIAL,AV JOSE RODRIGUES SANTAREM 494,,SAO MATEUS,EDUCAÇÃO,
3808,CEMES CENTRO MUN. DE ENS. SUPLETIVO - NAE 13,PRAÇA MARIO CATTARUZZA 15,,SAO MATEUS,EDUCAÇÃO,
3818,EMEI COHAB SAO FRANCISCO,TRAVESSA CORUJA DE CAMPO 100,,SÃO RAFAEL,EDUCAÇÃO,
3819,EMEI PARQUE DAS FLORES,R LIMA BONFANTE 100,,SÃO RAFAEL,EDUCAÇÃO,
3827,CMCT CENTRO MUNICIPAL CAPACITAÇAO E TREINAMENTO - NAE-10,R DANIEL BERNARDO 95,S. MIGUEL PAULISTA,SÃO MIGUEL,EDUCAÇÃO,
3828,EMEI VILA PROGRESSO,R CORVETA JEQUITINHONHA 731,,SÃO MIGUEL,EDUCAÇÃO,
3836,EMEI JARDIM PEDRO JOSE NUNES,R FLOR DE SAO MIGUEL 261,JD. PEDRO JOSE NUNES,VILA JACUÍ,EDUCAÇÃO,
3842,CEMES CENTRO MUN. DE ENS. SUPLETIVO - NAE 01,R CESARIO RAMALHO 111,,CAMBUCI,EDUCAÇÃO,
3855,CEI JARDIM CAMPINAS,R CONSTELAÇAO DO DOURADO S/N,,GRAJAÚ,EDUCAÇÃO,
3866,EMEF JARDIM ELIANA,R PAOLA S/N,,GRAJAÚ,EDUCAÇÃO,
3867,EMEF JARDIM LUCELIA,R ORGANIZAÇÃO POPULAR 1198,,GRAJAÚ,EDUCAÇÃO,
3869,EMEI CIPRAMAR,R DANIEL ALOMIA 310,,GRAJAÚ,EDUCAÇÃO,
3893,CEMES CENTRO MUN. DE ENS. SUPLETIVO - NAE 02,R FRANCISCO FRANCO MACHADO 68,,VILA MEDEIROS,EDUCAÇÃO,
3909,CEMES CENTRO MUN. DE ENS. SUPLETIVO - NAE 08,R SGT LUIS RODRIGUES FILHO 40,,SAPOPEMBA,EDUCAÇÃO,
3912,EMEI APARECIDA CÂNDIDA DOS SANTOS DE JESUS - DONA CIDICA,RUA ALEXANDRE GROPPALI 179,,SAPOPEMBA,EDUCAÇÃO,
3913,EMEI APARECIDA CÂNDIDA DOS SANTOS DE JESUS - DONA CIDICA,RUA ALEXANDRE GROPPALI 179,,SAPOPEMBA,EDUCAÇÃO,"Projeto de Lei nº 543/2002 JustificativaO projeto em tela vem atender uma reivindicação da população que, através da denominação da EMEI - Escola Municipal de Ensino Infantil - vem reconhecer o trabalho desenvolvido pela Sra Aparecida Cândida dos Santos de Jesus ou simplesmente Dona Cidica, com as crianças da comunidade. Pelos atos praticados em vida Dona Cidica ganhou o reconhecimento da comunidade que a homenageia com a nomeação da escola da comunidade com o seu nome. Desta forma os seus atos não serão esquecidos, pois estarão gravados na mente de todos que auxiliaram na formação da Fazenda da Juta no sonho de transformar, de garantir o mínimo a muitos: moradia e educação."
3916,BP ADELAIDE DE CASTRO ALVES GUIMARAES,BARÃO BARROSO DO AMAZONAS S/N,COHAB PRESTES MAIA,CIDADE TIRADENTES,CULTURA,"Adelaide de Castro Alves Guimarães ( 1854 - 1940) foi poeta, musicista, pintora, desenhista e irmã do famoso poeta dos escravos: Castro Alves. Aliás, atribuiu-se a ela o cultivo de sua memória, a conservação do seu acervo e de seus manuscritos inéditos. Casada com o jornalista e político baiano Augusto Álvares Guimarães, teve uma filha, também poeta, Glória de Castro Alves Guimarães. Permaneceu inédita até recentemente, quando aos 79 anos teve seus poemas publicados no livro O Imortal, versos de outrora,por iniciativa de sua filha."
3917,TEATRO ADOLFO CELLI (CEU JAMBEIRO),Av JOSÉ PINHEIRO BORGES 60,JD. AURORA (ITAQUERA),ITAQUERA,EDUCAÇÃO,"Considerou-se que, aos equipamentos culturais e educacionais do Município de São Paulo devem ser conferidas denominações que evoquem exemplos dignificantes para a comunidade.  Adolfo Celi foi um roteirista, produtor, ator e diretor italiano nascido em Messina, no dia 27 de julho de 1922. Formado pelo Academia Nacional de Arte Dramática de Roma, em 1945, este siciliano teve no teatro sua iniciação como ator e diretor. Seus mestres foram os grandes diretores Luigi Zampa e Luigi Comenoini, que o dirigiram como ator, respectivamente nos filmes Um Ianque na Itália (1945) e É Proibido Roubar (1948). No final dos anos 40, depois de perambular pela Argentina, decidiu fixar-se em São Paulo onde participou da revolução teatral promovida pelo Teatro Brasileiro de Comédia, dirigindo Antígona, de Sóflocles e uma peça de Eugene O’ Neill: A Longa Jornada de um Dia para Dentro da Noite. Fundou mais tarde, com sua mulher Tonia Carrero e seu amigo Paulo Autran, a companhia Tônia Celi-Autran. Ao mesmo tempo, ao lado de Franco Zampari, Ruggero Jacobbi e Luciano Salce participou da criação da Companhia Cinematográfica Vera Cruz, em São Bernardo do Campo, primeira tentativa de se criar uma indústria de cinema no Brasil. Para estes estúdios, que ele qualificava como sonhos de poetas, ele dirigiu o drama Caiçara e o musicalTico-Tico no Fubá, com Tonia Carrero e Anselmo Duarte no papel de Zequinha de Abreu. Quando voltou para a Itália, Celi deixou inacabadas as filmagens de Marafa. Na Europa tornou-se conhecido internacionalmente por sua participação nos filmes E Vene Um Uomo (1964), 007 Contra a Chantagem Atômica (1965), Expresso de Von Ryan (1966) e Quinteto Irreverente (1982). Adolfo Celi, ao lado de Vitório Gassmann e Luciano Lucignani dirigu um dos três episódios de O Álibi, de 1968. No início de sua carreira trabalhou, como ator e diretor teatral. Atuou também no cinema em Un Americano in Vacanza e em Proibido Rubare. Na década de 50, veio para o Brasil e trabalhou no Teatro Brasileiro de Comédia (TBC). Adolfo Celi se tornou um dos nossos diretores teatrais mais importantes e encenou peças que marcaram a história do teatro brasileiro, como Arsênico e Alfazema, Antígona, Seis personagens à procura de um ator e A longa jornada de um dia para dentro da noite. Formou uma companhia de teatro juntamente com Paulo Autran e Tonia Carrero. No cinema brasileiro, dirigiu os filmes Caiçara e Tico-Tico no Fubá. Celi está fortemente ligado à arte brasileira devido à grandeza de suas colaborações para o teatro e o cinema. Adolfo Celi morreu em 19 de fevereiro de 1986, em Roma, na Itália, de problemas cardíacos."
3918,MUSEU AFRO BRASIL,Parque do Ibirapuera Portão 10 Av Pedro Álvares Cabral s/n,,MOEMA,CULTURA,"Museu Afro-Brasil, objetivos: I - desenvolver ações técnicas referenciadas na perspectiva histórica  e  socioantropológica,  procurando  reatar  os  laços  com  a diáspora negra e promovendo trocas entre a tradição, a herança local e a inovação global; II - pautar ações programáticas sob o enfoque preservacionista, orientadas para a valorização da pluralidade cultural e a identificação de preconceitos e discriminação; III - reconhecer a importância da presença negra na construção da sociedade brasileira, em especial, no que se refere à Cidade de São Paulo; IV - valorizar o diálogo interartes nas suas distintas manifestações artísticas, eruditas ou populares, que guardam a marca da memória do negro em nossa história; V - priorizar as ações destinadas à formação e à educação, voltadas às perspectivas museológicas de inclusão sociocultural.  MARTA SUPLICY, Prefeita do Município de São Paulo, considerou que a Cidade de São Paulo não dispõe de equipamento museológico direcionado para a complexidade histórico-cultural das heranças negras; considerou também a relevância das expressões patrimoniais afro-brasileiras no contexto da Cidade de São Paulo."
3920,BP ANA AURORA DO AMARAL LISBOA (CEU TRES LAGOS),Estrada do Barro Branco s/n,JD. TRES CORAÇOES,GRAJAÚ,CULTURA,"Ana Aurora do Amaral Lisboa (Rio Pardo, 24 de setembro de 1860 — Rio Pardo, 22 de março de 1952) foi uma professora, poetisa, política, escritora e ativista libertária brasileira. Filha de Joaquim Pedro da Silva Lisboa e de Maria Carlota do Amaral, estudou na Escola Normal de Porto Alegre, formando-se em 1881, com nota máxima em todas as matérias.  Foi contratada como professora do estado, mais tarde, devido a Revolução Federalista é transferida para Júlio de Castilhos, porém revoltada escreve violenta carta ao presidente da província protestando.  A partir daí passa a ser perseguida, junto com seus irmãos, inclusive no jornal A Federação, nunca mais voltando ao magistério público.   Foi precursora do ensino supletivo para adultos, fundadora, juntamente com suas irmãs Zamira e Carlota, do Colégio Amaral Lisboa.  Dedicou-se durante cinquenta e cinco anos ao ensino, acolhendo alunos muitas vezes gratuitamente.  Deixou o magistério em avançada idade, junto com sua irmã Zalmira, praticamente cega e passou a viver de caridade.  Em 1937 o governo estadual lhes concedeu uma pensão vitalícia, que lhes permitiu sobreviver.  Em 1944 foram homenageadas por um grupo de ex-alunos, tanto castilhistas como maragatos, com uma herma em praça pública.   Publicou artigos em jornais, como A Reforma e Correio do Povo , além de livros Minha Defesa, Preitos à Liberdade, A culpa dos pais, entre outros.  Usou, além do próprio nome, os pseudônimos José Anselmo e Aura Lys"
3921,EMEI ANGELO KRETA,RUA NOVA DELHI 560,JD. EDITH,CAPELA DO SOCORRO,EDUCAÇÃO,A Prefeita considerou a relevância dos serviços prestados à comunidade indígena por Ângelo Kretã e ainda que às Unidades Escolares do Município de São Paulo devem ser conferidas denominações que evoquem exemplos dignificantes para a infância e a juventude.
3923,EMEI ANTONIO CARLOS BRASILEIRO DE ALMEIDA JOBIM (TOM JOBIM),R GIOVANNI ALBERONI 132,V. CARDOSO FRANCO,SAO MATEUS,EDUCAÇÃO,"Antônio Carlos Brasileiro de Almeida Jobim (Tom Jobim), nasceu no bairro da Tijuca, Rio de Janeiro, no dia 25 de janeiro de 1927. Filho do diplomata Jorge de Oliveira Jobim e de Nilza Brasileiro de Almeida ele nasceu em uma família de artistas e boêmios. Quando Tom Jobim tinha oito anos, seu pai faleceu. Estudou piano com Hans Joachim Koellreutter e depois com Lúcia Branco e Tomás Teran. Ele teve grande apreço pela obra de Villa-Lobos.Seu primeiro trabalho foi em um escritório de arquitetura, enquanto cursava o primeiro ano da faculdade. Não satisfeito, abandonou tudo e começou a se dedicar ao estudo da música.Tom Jobim conheceu Thereza de Otero Hermanny quando ele estava com 15 anos, casou com ela em 1949 teve dois filhos, Paulo e Elizabeth.Em 1975, Tom conheceu a fotógrafa Ana Beatriz Lontra, eles se casaram em 30 de abril de 1986,tiveram dois filhos João Francisco e Maria Luiza .Tom Jobim, faleceu no dia 8 de dezembro de 1994. "
3924,CEI ANTONIO CORREIA,R ODASSI MAZALLI 310,V. DIONISIA,CACHOEIRINHA,EDUCAÇÃO,"""Português que veio para o Brasil no ano de  1963 em companhia de sua família. Residiu inicialmente no Bairro de Santa Terezinha- São Paulo, onde trabalhou vários anos como comerciante, sempre atendendo bem sua clientela, e ajudando como podia os mais necessitados. Muitas vezes vendia a prazo e entregava mercadorias à domicílio para as pessoas idosas que não podiam carregar peso. Posteriormente, mudou-se para o Bairro do) Jardim Pery - São Paulo.Reabriu novamente seu empório começando uma luta mais acirrada, além de servir bem  seus  fregueses, teve também de se preocupar corri  as  melhorias  do bairro apoiando sua esposa e acompanhando-a nas caminhadas freqüentes que eram feitas aos  órgãos Públicos em busca de asfalto, água, esgoto, telefone domiciliar e público.Não só como comerciante mas também como Líder Comunitário  tornou-se  uma  pessoa   m¥tito   conhecida. Era admirado e respeitado por todos. Antônio Corrêa deixou o nosso convívio no  dia  15  de  novembro  de 1997."""
3925,SACOLAO ANTONIO GOMES,AV SAPOPEMBA 7911,V. FATIMA,SAPOPEMBA,ABASTECIMENTO,"Antonio Gomes , nasceu em 10 de agosto de 1919 na cidade de Mogi das  Cruzes -SP,  filho de Francisco Gomes Isquierdo e Thereza Rodrigues Peres.  Posteriormente, juntamente com a família, deslocou-se para a Cidade de Peruíbe, Litoral de São Paulo. Convocado para prestação de Serviço Militar ficou 4 anos servindo à Pátria, aos quais, 03 foram para o exército e um para a Aeronáutica, período esse envolvido com a 2a Guerra Mundial (1945). Casou-se com a Sr a Lourdes Sanches Gomes e tiveram 09 filhos. Teve grandes participações na qualidade de vida das pessoas de bairros carente.Faleceu no dia 20 de dezembro de 1998. Fonte: http://documentacao.saopaulo.sp.leg.br/iah/fulltext/justificativa/JPL0118-1999.pdf "
3926,EMEI APARECIDA CANDIDA DOS SANTOS DE JESUS (DONA CIDICA),R ALEXANDRE GROPPALI 179,,SAPOPEMBA,EDUCAÇÃO,
3927,GINASIO POLIESPORTIVO ARMANDO GARDENGUI,Rua Apucarana 233,TATUAPE,TATUAPÉ,ESPORTE,Considerou-se a relevância da atuação do homenageado em prol da comunidade do Tatuapé.
3928,CIEJA ARTHUR ALVIM  (REVOGADO),R MAX PLANCK S/N,,ARTUR ALVIM,EDUCAÇÃO,"Considerou-se a necessidade de dar atendimento à demanda existente na área de Educação de Jovens e Adultos.  Revogação:  O prefeito considerou que a demanda existente para a unidade será atendida pelas Escolas Municipais de Ensino Fundamental - EMEFs da região,"
3929,EMEI ARTHUR BAPTISTA DA LUZ,R CUNHA MENDES 90,JD. ITAPURA,PEDREIRA,EDUCAÇÃO,"Arthur Baptista da Luz,nasceu em 08 de agosto de 1907 na cidade de São Paulo, na região de Colônia — SP.Trabalhou como ajudante em  várias atividade, foi tropeiro transportando gado de  Minas Gerais para Santo Amaro, principal centro da região Sul da Cidade de São Paulo . Em meados dos anos trinta começou a transportar lenha através da represa Billings em grandes barcas, como ajudante com o tempo comprou o seu próprio barco.  Morou na região da Pedreira, na época conhecida como Bairro do Apara. Trabalhou como lenhador, vendendo lenha aos moradores da região central de São Paulo. Antigo morador da região, prestou  importantes serviços  à comunidade, participou de lutas para melhorias nas condições de vida dos moradores, facilitou o acesso das crianças às escolas. Trabalhou muito para a instalação da primeira escola estadual da região e em seguida a primeira escola municipal.   "" Arthur Batista da Luz, foi um desbravador e protetor desta região e, sem dúvida alguma responsável pelo seu progresso. Faleceu em 10 de maio de 1991.""Fontes:http://documentacao.saopaulo.sp.leg.br/iah/fulltext/justificativa/JPL0462-2001.pdf"
3930,BP AUGUSTO DOS ANJOS (CEU PAZ),RUA DANIEL CERRI 1549,JD. PARANÁ,BRASILÂNDIA,CULTURA,"Augusto dos Anjos (1884-1914) foi um poeta brasileiro, considerado um dos poetas mais críticos de sua época. Foi identificado como o mais importante poeta do pré-modernismo, embora revele em sua poesia, raízes do simbolismo, retratando o gosto pela morte, a angústia e o uso de metáforas. Declarou-se ""Cantor da poesia de tudo que é morto"". O domínio técnico em sua poesia, comprovaria também a tradição parnasiana. Durante muito tempo foi ignorado pela crítica, que julgou seu vocabulário mórbido e vulgar. Sua obra poética, está resumida em um único livro ""EU"", publicado em 1912, e reeditado com o nome ""Eu e Outros Poemas"". Augusto dos Anjos (1884-1914) nasceu no engenho ""Pau d'Arco"", na Paraíba, no dia 22 de abril de 1884. Filho de Alexandre Rodrigues dos Anjos e de Córdula de Carvalho Rodrigues dos Anjos. Recebeu do pai, formado em Direito, as primeiras instruções. No ano de 1900, ingressou no Liceu Paraibano e compõe nessa época, seu primeiro soneto, ""Saudade"". Augusto dos Anjos, estudou na Faculdade de Direito do Recife entre 1903 e 1907. Formado em Direito, retornou para João Pessoa, capital da Paraíba, onde passou a lecionar Literatura Brasileira, em aulas particulares. Em 1908, Augusto dos Anjos foi nomeado para o cargo de professor do Liceu Paraibano, mas em 1910, foi afastado do cargo por desentendimentos com o governador. Nesse mesmo ano casa-se com Ester Fialho e muda-se para o Rio de Janeiro, depois que sua família vendeu o engenho Pau d'Arco. Em 1911 foi nomeado professor de Geografia, no Colégio Pedro II. Durante sua vida, publicou vários poemas em jornais e periódicos. Em 1912 publicou seu único livro ""EU"", que causou espanto nos críticos da época, diante de um vocabulário grotesco e sua obsessão pela morte: ""podridão da carne, cadáveres fétidos e vermes famintos"". Como também por sua retórica delirante, por vezes criativa, por vezes absurda, como neste trecho do poema ""Psicologia de um Vencido"": ""Eu, filho do carbono e do amoníaco,/ Monstro da escuridão e rutilância,/ Sofro, desde a epigênese da infância,/ A influência má dos signos do zodíaco"". Em 1914, Augusto dos Anjos foi nomeado Diretor do Grupo Escolar Ribeiro Junqueira, em Leopoldina, Minas Gerais, para onde se mudou. Nesse mesmo ano, depois de uma longa gripe, foi acometido de uma pneumonia. Augusto de Carvalho Rodrigues dos Anjos faleceu em Leopoldina, Minas Gerais, no dia 12 de novembro de 1914."
3931,BP BARBOSA LIMA SOBRINHO (CEU PARQUE SÃO CARLOS),R CLAREAR 141,V. JACUI,JABAQUARA,CULTURA,"Alexandre José Barbosa Lima Sobrinho nasceu em 22 de janeiro de 1897 na cidade de Recife PE. Filho de Francisco Cintra Lima e Joana de Jesus Cintra Barbosa Lima. Sobrinho do político Barbosa Lima, de quem herdou o nome.Estudou no colégio Salesiano e no Instituto Ginasial de Pernambucano. Em 1913 ingressou na Faculdade de Direito do Recife, concluindo o curso em 1917. Na área Jurídica, foi advogado e adjunto de promotor do Recife.Trabalhou como cronista em vários jornais, entre eles o Diário de Pernambuco, o Jornal do Comércio do Rio de Janeiro, a Gazeta de São Paulo e o Correio do Povo de Porto Alegre. Foi redator de assuntos políticos e redator-chefe no Jornal do Brasil.Foi eleito presidente da Associação Brasileira de Imprensa (ABI) em 1926. Presidiu a Associação durante 22 anos. Em 1937, foi eleito Membro da Academia Brasileira de Letras. Escreveu mais de 70 livros. Em 1938, trabalhou como diretor do Instituto do Açúcar e do Álcool (IAA).Barbosa Lima Sobrinho na política como governador de Pernambuco destacou-se pelas obras públicas na área de transporte e investimentos na área educacional. Exerceu o cargo de Deputado Federal e Secretário da Fazenda.Participou das Diretas Já. Assinou o pedido de impeachment do presidente Fernando Collor de Mello.Faleceu em 16 de julho de 2000 no Rio de Janeiro.Fonte:https://www.ebiografia.com/barbosa_lima_sobrinho/https://pt.wikipedia.org/wiki/Barbosa_Lima_Sobrinhohttp://www.fgv.br/CPDOC/BUSCA/dicionarios/verbete-biografico/alexandre-jose-barbosa-lima-sobrinho"
3932,EMEI BOMBEIRO JOSE ROBSON COSTA DE ARAUJO,RUA MONS PAULO FERNANDES DE BARROS S/Nº,,FREGUESIA DO Ó,EDUCAÇÃO,Considerou-se a relevância dos serviços prestados pelo Bombeiro José Robson Costa de Araújo à comunidade e que às Unidades Escolares do Município de São Paulo devem ser conferidas denominações que evoquem exemplos dignificantes para a infância e a juventude.
3933,BP CAMILO PEDRO DOS REIS,BP CAMILO PEDRO DOS REIS,,,CULTURA,"Marta Suplicy, Prefeita do Município de São Paulo considerou os trabalhos desenvolvidos por Camilo Pedro dos Reis em prol da coletividade da região de São Mateus; considerou ainda que aos equipamentos educacionais e culturais do Município de São Paulo devem ser conferidas denominações que evoquem exemplos dignificantes para a comunidade."
